Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2021-02-02,1136.2393798828125,1156.930801227557,1129.4018113507984,1144.0601032448378,6892490
2021-02-03,1148.2161865234375,1165.5111343725534,1137.8034310247397,1141.9596083481247,8182968
2021-02-04,1143.4791259765625,1156.0370169841067,1136.954473592141,1148.5291006527877,5032240
2021-02-05,1136.9991455078125,1151.8808874265274,1127.9718176002152,1149.780486291039,5477481
2021-02-08,1165.109130859375,1170.874077905869,1140.0380811976609,1148.976051258011,6921922
2021-02-09,1166.8968505859375,1190.53774030006,1160.014547434362,1168.1034548528612,7965949
2021-02-10,1158.8077392578125,1165.8240234552434,1147.277736845448,1158.182125038706,5951207
2021-02-11,1155.3665771484375,1158.360774922897,1146.7861487850369,1152.1041966632824,4673317
2021-02-12,1170.6953125,1183.1637365629929,1163.3214875129217,1166.4050434105427,5797875
2021-02-15,1170.5611572265625,1187.319849464069,1168.281931439834,1179.8119335204522,4363513
2021-02-16,1153.3558349609375,1179.5887588276066,1149.4231057793538,1174.4494253453117,6896421
2021-02-17,1145.2220458984375,1157.020121689225,1139.5910816174292,1153.3555761107282,4575741
2021-02-18,1155.1878662109375,1167.2988589643692,1139.5911525111567,1140.4849494935186,6437551
2021-02-19,1154.16015625,1161.4892483028984,1141.200099227767,1158.450316559227,5389696
2021-02-22,1130.83203125,1169.5782222707137,1126.1843300383096,1157.4672280949292,7371303
2021-02-23,1131.85986328125,1153.891982206566,1123.9945147685894,1136.1501327289443,6612942
2021-02-24,1138.9652099609375,1141.0208769641802,1119.0334993571264,1126.22860663359,4537258
2021-02-25,1139.1890869140625,1161.712729192498,1136.9098607677304,1151.612778768086,8788221
2021-02-26,1120.1956787109375,1138.9654132808241,1112.5536717079149,1134.2282461517125,15132388
2021-03-01,1132.4407958984375,1148.0822433555982,1125.2904199180211,1129.1337906499264,5756286
2021-03-02,1165.9581298828125,1170.8740131441045,1143.3450232384396,1146.0711475984947,10461434
2021-03-03,1200.86083984375,1203.9443954323872,1169.0863171681979,1179.0967985657444,9056399
2021-03-04,1189.0628662109375,1219.0050669468922,1185.085513039192,1193.2190442537121,12041941
2021-03-05,1176.8623046875,1197.6878155708214,1166.4496583519035,1187.4091514819672,6486176
2021-03-08,1193.8892822265625,1203.1400588863846,1177.309305074642,1184.1022492151415,5119392
2021-03-09,1202.648681640625,1207.0281999640133,1178.6948767122094,1188.303195138489,6518173
2021-03-10,1222.8485107421875,1228.0772018984849,1211.095057185187,1212.7932934777348,7925984
2021-03-12,1228.836669921875,1243.8971261570825,1224.5465101825002,1227.183167446093,9462061
2021-03-15,1227.7196044921875,1233.3505695424365,1214.2232908756262,1224.5019569375104,6658635
2021-03-16,1237.0150146484375,1256.6785481182826,1233.8867252327802,1238.8473420914672,9352771
2021-03-17,1239.6964111328125,1251.3157718716204,1235.227426233271,1244.388845277331,7626744
2021-03-18,1195.0958251953125,1245.7294419110638,1174.0022399642562,1245.7294419110638,10961755
2021-03-19,1201.665283203125,1211.273600554897,1178.0243971753812,1188.7499607308475,12767112
2021-03-22,1225.2169189453125,1229.8646195044985,1194.2020989055006,1206.7152563713894,4862758
2021-03-23,1225.8873291015625,1236.3447104453664,1215.206389399836,1226.691659123332,7165335
2021-03-24,1209.977783203125,1224.9041506258734,1203.2743051798388,1213.6423293679704,6134303
2021-03-25,1192.1463623046875,1208.860320880722,1186.604755998562,1203.7209886477726,8749994
2021-03-26,1194.2913818359375,1212.614218404046,1190.5374784741666,1201.8886555349093,4922071
2021-03-30,1238.1771240234375,1251.3158973026807,1194.246976236201,1203.8552947333465,10546381
2021-03-31,1222.7586669921875,1240.5898682135003,1218.5131325008228,1235.2270878033555,8220987
2021-04-01,1238.087646484375,1243.8079695016734,1225.3957718480046,1233.4399454049938,5675155
2021-04-05,1260.164306640625,1273.660618389716,1239.696335232657,1243.2715229334,9479572
2021-04-06,1261.1922607421875,1274.5544818286055,1257.080707386912,1271.8730909131175,5793571
2021-04-07,1278.3084716796875,1282.5540075822048,1257.2148835431346,1260.4772645315486,5879234
2021-04-08,1286.93359375,1297.5250664209318,1270.0855420541707,1278.1297150861817,5654434
2021-04-09,1288.0062255859375,1300.4746502396172,1278.174458470724,1300.4746502396172,6052712
2021-04-12,1274.3310546875,1320.6297822736885,1264.7227370736891,1317.4567593262318,20384532
2021-04-13,1248.7685546875,1282.8222000474773,1228.970928455169,1280.8111567100052,14855206
2021-04-15,1216.2342529296875,1221.2842277393672,1179.8120256235072,1190.8057722319757,25342491
2021-04-16,1209.977783203125,1225.2616912749995,1203.5871123330414,1220.033000238054,10879878
2021-04-19,1217.843017578125,1233.1715472269593,1190.8502855607005,1197.6878537109355,12508028
2021-04-20,1207.83251953125,1232.5460276945644,1199.83308025282,1232.5460276945644,8560766
2021-04-22,1207.609130859375,1219.854215486464,1202.2910822373938,1211.586593058594,6622446
2021-04-23,1192.1463623046875,1205.1957753706151,1189.6436873140415,1200.3692502349795,7316262
2021-04-26,1200.86083984375,1207.7877656526596,1180.7056765895943,1190.7608914734951,7088606
2021-04-27,1205.28515625,1209.3072424221357,1197.8219737295844,1203.0506639321468,3636115
2021-04-28,1211.9886474609375,1215.116936742732,1201.7993405504499,1213.7762413362486,4879234
2021-04-29,1212.301513671875,1223.6080673056665,1207.8772622572108,1222.7142703244351,5412357
2021-04-30,1210.5137939453125,1227.98756675541,1202.9612538809959,1203.3187944575577,8354677
2021-05-03,1208.4583740234375,1216.457814169997,1195.9004815278881,1198.4031569702322,4560337
2021-05-04,1188.2137451171875,1211.0501928401,1183.4765774086598,1210.2011293386083,4887060
2021-05-05,1199.0286865234375,1201.1738211643749,1186.7837111532933,1198.6711458989346,3939788
2021-05-06,1216.9940185546875,1219.7647675363244,1195.3641739942,1202.1570096251403,4810090
2021-05-07,1208.9051513671875,1227.2279894939536,1205.2852299484932,1220.3010628850543,4991435
2021-05-10,1197.28564453125,1209.2178109612155,1193.2635586038864,1206.4916868569103,7195348
2021-05-11,1189.3310546875,1198.5818322426528,1184.3704374664335,1194.9172861949696,6420988
2021-05-12,1186.0687255859375,1188.7501168269005,1174.8962620819254,1188.7501168269005,5241898
2021-05-14,1176.59423828125,1185.9343720636246,1172.035896000407,1185.9343720636246,4824609
2021-05-17,1188.2137451171875,1193.1742529680378,1180.080214296615,1180.080214296615,5017129
2021-05-18,1197.6878662109375,1201.7993101991044,1188.302998602568,1195.9002723807719,5620150
2021-05-19,1195.0064697265625,1213.2845729097958,1191.654731311099,1199.4754542805138,4435878
2021-05-20,1197.0621337890625,1205.8212772281659,1193.2187637913562,1205.1956630918219,4490092
2021-05-21,1210.6480712890625,1213.3294623661147,1203.363603708521,1204.3914921092742,4969733
2021-05-24,1204.883056640625,1218.245277783865,1202.2462900988705,1212.569688809829,4225371
2021-05-25,1216.9940185546875,1222.7143413882468,1210.6033479462442,1213.7763710564614,4099340
2021-05-26,1248.8577880859375,1251.3157296978438,1217.3961790959636,1222.6248694309866,6850024
2021-05-27,1253.3267822265625,1265.8399396173072,1243.8971806932502,1255.0696426492725,15365391
2021-05-28,1255.82958984375,1263.8290298058153,1247.8300407755994,1260.0303923399915,4261312
2021-05-31,1259.1719970703125,1266.1736709553672,1249.4599978103981,1266.1736709553672,4429904
2021-06-01,1253.254638671875,1265.7221817921986,1245.5302761093753,1264.8187398351733,4791325
2021-06-02,1245.5302734375,1257.545985270093,1233.198268693873,1247.4274794864946,9272276
2021-06-03,1255.468017578125,1263.9151770118324,1244.0846720648692,1254.0676385652753,5115645
2021-06-04,1251.854248046875,1262.0179690748328,1244.6267130936606,1259.3527493907761,4194328
2021-06-07,1255.468017578125,1257.59108391742,1244.3105325325266,1256.6876420467897,5154576
2021-06-08,1276.5181884765625,1284.4685213098428,1260.798387643496,1261.2048923851173,7360630
2021-06-09,1278.641357421875,1287.4046996853065,1268.9744629804932,1276.9247957656078,5394317
2021-06-10,1286.7723388671875,1291.0184716725405,1281.9840526965256,1286.501262184533,3496575
2021-06-11,1307.190185546875,1311.4363186181026,1291.425057276524,1292.0123166034236,6140828
2021-06-14,1320.6513671875,1334.3836394722166,1313.107539360489,1328.9629882624447,7132294
2021-06-15,1331.5830078125,1333.4802137021377,1321.7354692725119,1322.6389111517137,5403104
2021-06-16,1337.6361083984375,1345.6315474754304,1325.8010410934057,1330.4988950472773,7661710
2021-06-17,1350.9168701171875,1357.557146777229,1332.667275501137,1332.667275501137,7677951
2021-06-18,1358.144287109375,1369.4373111481232,1343.7795384754,1363.2938619576692,13533974
2021-06-21,1355.433837890625,1360.4027680151166,1340.8883360267344,1348.838668339292,5454052
2021-06-22,1365.86865234375,1374.5416727676286,1357.0600935744249,1363.9262301481856,6427862
2021-06-23,1358.0087890625,1377.7489736113248,1353.943300287909,1377.7489736113248,5529809
2021-06-24,1408.6466064453125,1417.2745209491673,1365.2813940114895,1370.5214012939516,10785137
2021-06-25,1422.1981201171875,1425.6312432701197,1394.0107784320626,1420.2105921550242,9780240
2021-06-28,1420.030029296875,1427.5737471411182,1409.9114137986196,1421.0237933349213,5019178
2021-06-29,1412.1248779296875,1421.7013398232602,1408.6465384568564,1410.2727779580096,5913567
2021-06-30,1428.1611328125,1437.3761969384507,1420.2560154503308,1420.2560154503308,6058722
2021-07-01,1409.7308349609375,1424.5924108631182,1408.5112103902093,1424.5924108631182,4814317
2021-07-02,1416.4161376953125,1417.906728480187,1393.6493375296805,1408.4205893153633,5166064
2021-07-05,1426.489501953125,1431.9553694008036,1410.3179806453124,1417.635837763482,4058338
2021-07-06,1411.3570556640625,1433.5366009933782,1406.7495234966675,1421.7466387183708,4089574
2021-07-07,1413.5252685546875,1418.9008143867354,1395.5016455661234,1414.8353255667487,4797120
2021-07-08,1410.0469970703125,1423.824486549936,1399.4315543565042,1416.5969510852153,3326813
2021-07-09,1411.989501953125,1418.3135958550222,1401.2385202632108,1405.7557301931374,3436594
2021-07-12,1398.392578125,1425.6313745432074,1385.654068888241,1418.9007762355775,4588982
2021-07-13,1395.772705078125,1406.117182380104,1387.9580198296871,1406.117182380104,4456160
2021-07-14,1424.6376953125,1429.9680251072887,1389.5841020061953,1403.9488516960682,5657716
2021-07-15,1428.1611328125,1442.661310489612,1405.7557274897733,1407.4722893165335,10021355
2021-07-16,1405.258544921875,1422.6046941608024,1399.9734322935133,1421.791574460264,6265593
2021-07-19,1392.83642578125,1402.955041904497,1389.0872298735662,1395.5467516615665,5669162
2021-07-20,1400.38037109375,1407.2916144378412,1389.4938504537324,1389.7649271777348,5069939
2021-07-22,1436.6531982421875,1439.0473412221802,1410.6341389061204,1410.6341389061204,7854575
2021-07-23,1436.879150390625,1444.1519019237599,1432.0006522736846,1435.1626989779281,4179719
2021-07-26,1449.030517578125,1456.0321924582865,1440.1767426485458,1440.1767426485458,4586710
2021-07-27,1447.8109130859375,1453.9091461305006,1443.609886042995,1450.0243017072553,5892859
2021-07-28,1450.56640625,1452.3732901915878,1432.4072446937312,1450.114685264603,4686788
2021-07-29,1460.8656005859375,1463.575926375522,1445.5974099145915,1445.5974099145915,4660873
2021-07-30,1454.9931640625,1466.647586501929,1451.0632138970993,1454.5414431174324,6234257
2021-08-02,1474.0107421875,1476.9017122838247,1462.8531459951844,1470.3065420045689,5553389
2021-08-03,1495.376953125,1498.4938937757702,1477.6695143637357,1487.9687738349446,5513668
2021-08-04,1490.001708984375,1517.692228164224,1480.7866447566043,1507.9350105131577,6740391
2021-08-05,1493.886474609375,1505.1342827288765,1488.0141019576715,1490.2274906130142,5420536
2021-08-06,1490.8599853515625,1500.3010206816791,1485.2586889106567,1497.0034352341595,3754855
2021-08-09,1502.695068359375,1506.444264297005,1487.4268770549515,1500.617107721158,5018477
2021-08-10,1515.2979736328125,1517.78243893464,1500.6622585136038,1506.9411357993927,6846517
2021-08-11,1515.5689697265625,1521.3961257384942,1506.9410556602188,1513.0845045568587,4899639
2021-08-12,1526.4554443359375,1532.68921563393,1512.3617724557612,1517.0145203954517,5659579
2021-08-13,1546.8731689453125,1556.1786645798313,1527.991321561193,1533.140896250783,5612790
2021-08-16,1539.82666015625,1553.875117937391,1526.9073946600806,1542.807952766821,4564109
2021-08-17,1573.4796142578125,1580.0295680622269,1523.699987400951,1539.3746823796553,9510390
2021-08-18,1566.0714111328125,1585.992350332969,1560.2442546425732,1562.051138550671,6686090
2021-08-20,1565.61962890625,1576.5061481400187,1550.3966546327601,1550.3966546327601,6206972
2021-08-23,1570.859619140625,1583.8692046858096,1564.7613862553917,1568.1492934138546,6189051
2021-08-24,1554.68798828125,1587.347435374237,1547.3249146603625,1581.0233420062123,7602939
2021-08-25,1567.9688720703125,1578.2229171377678,1552.113420201094,1552.113420201094,6153253
2021-08-26,1560.8768310546875,1577.409865163773,1553.9203711808073,1566.568560248558,5302248
2021-08-27,1543.8016357421875,1560.8766002318355,1540.5491565218354,1558.4373511000115,6698514
2021-08-30,1534.0897216796875,1552.700604695208,1527.178368370454,1538.6069316486703,6559667
2021-08-31,1541.6783447265625,1549.4028168774294,1523.0674641432051,1535.986727079521,12255438
2021-09-01,1515.7496337890625,1544.4339138503367,1511.5938231439584,1544.4339138503367,7801974
2021-09-02,1526.0037841796875,1530.7017485158938,1502.107788582596,1515.3883412081184,6830050
2021-09-03,1536.4383544921875,1541.2265299720357,1521.7574249052195,1532.2825441734847,5339139
2021-09-06,1563.31591796875,1564.7614029817917,1535.264002283444,1540.504009524587,4876026
2021-09-07,1541.8590087890625,1567.381240280692,1539.464865902189,1562.9543532927155,3520341
2021-09-08,1529.753173828125,1536.619311004327,1520.447677070169,1536.619311004327,4584896
2021-09-09,1528.2623291015625,1531.2437315495451,1519.7248470749248,1523.1127542733425,3331674
2021-09-13,1528.5333251953125,1537.2063451092693,1513.4457797638227,1520.4926704783427,4662374
2021-09-14,1523.3387451171875,1532.192410516667,1516.5177139272694,1532.192410516667,4945167
2021-09-15,1546.195556640625,1549.4931415491342,1526.997416749876,1529.7529585887446,4062344
2021-09-16,1537.8841552734375,1553.2426693810296,1528.1269374917058,1549.583685142018,3246568
2021-09-17,1527.991455078125,1552.113311675892,1521.8027893280985,1533.1410302176882,7454864
2021-09-20,1524.8743896484375,1542.8076893160428,1515.9302927771162,1522.2996022887905,5660743
2021-09-21,1552.5198974609375,1560.018510351452,1521.9836233096644,1535.8514362805665,4672222
2021-09-22,1551.119384765625,1570.995106112003,1547.6411555866953,1551.2097068968765,4553892
2021-09-23,1574.292724609375,1576.5061131476982,1554.913829713229,1564.7613684652226,3826090
2021-09-24,1593.5360107421875,1615.3541551970907,1583.2367507832366,1588.2508975595556,8280446
2021-09-27,1554.9591064453125,1598.1887809217542,1552.203564433796,1597.9629204383,5045337
2021-09-28,1524.197021484375,1544.885865956506,1513.2653950158758,1544.885865956506,6557197
2021-09-29,1528.849609375,1537.1161251092067,1495.1963974091448,1499.036025620014,7792548
2021-09-30,1513.44580078125,1538.561529283395,1508.8382692270468,1538.561529283395,6914031
2021-10-01,1504.366455078125,1516.8338883980105,1500.843009252536,1504.3212388651452,5733906
2021-10-04,1516.6529541015625,1525.0097909298213,1504.5920278709766,1511.0064427311174,2947154
2021-10-05,1529.346435546875,1538.5162822640398,1502.4238238149308,1509.651358746091,4373310
2021-10-06,1511.955322265625,1543.9822953375715,1508.748059223958,1537.7485238146285,4271698
2021-10-07,1527.72021484375,1539.6456035133087,1514.7558459583856,1524.1064473337706,5476108
2021-10-08,1557.3983154296875,1564.3096681020147,1534.4057629197896,1540.5943179503092,4738376
2021-10-11,1527.6751708984375,1562.9546243061243,1503.0563769606676,1519.5894092964745,8840633
2021-10-12,1522.435302734375,1525.9135323648404,1501.520598454923,1515.0722284048773,7439300
2021-10-13,1544.162841796875,1548.1832243970202,1517.8275988018324,1532.1922366960612,7104171
2021-10-14,1550.08056640625,1611.3790822663113,1534.2251156541256,1584.6372219009545,19655776
2021-10-18,1619.103515625,1625.2920709368038,1571.9889957921282,1571.9889957921282,13438109
2021-10-19,1646.206787109375,1657.3642732426824,1610.2046471117048,1638.8437130892482,10324260
2021-10-20,1628.318359375,1669.5605009491799,1620.8198583600567,1652.7565049768311,5876115
2021-10-21,1584.321044921875,1638.8437461736648,1578.1775953652882,1638.8437461736648,8779629
2021-10-22,1553.7392578125,1592.9485438586664,1542.1751586140342,1580.9328340418624,7369809
2021-10-25,1542.6722412109375,1562.7286070273267,1524.2871105485751,1555.7721485974942,5905209
2021-10-26,1552.8349609375,1573.707156474055,1545.7257284966865,1558.622748651651,5871709
2021-10-27,1575.8489990234375,1580.5885984594972,1550.5107949160656,1557.75676671993,5090259
2021-10-28,1553.017333984375,1572.021015558502,1542.2166900331074,1567.0991707326227,5329972
2021-10-29,1520.0684814453125,1560.9469310221527,1513.9618200130897,1548.551251671765,5875091
2021-11-01,1549.5081787109375,1556.024946947415,1527.5877962002785,1528.9549690489064,3636806
2021-11-02,1547.548583984375,1555.34140267627,1537.0213082603032,1544.905360819895,3471772
2021-11-03,1551.7412109375,1565.367322734799,1548.5511409003304,1557.665626720815,3530713
2021-11-04,1557.39208984375,1564.9571572983218,1554.0197747196498,1563.1342602018765,483407
2021-11-08,1583.6419677734375,1586.832037924348,1552.1969905716053,1576.8061031643435,5245903
2021-11-09,1588.1990966796875,1595.0349607973908,1573.1601956207408,1581.1353704247276,4016134
2021-11-10,1586.05712890625,1595.9007059459145,1569.4686994562621,1573.1601103841383,4780368
2021-11-11,1579.8138427734375,1585.6926415154269,1557.6655981318377,1579.4947467669265,4731349
2021-11-12,1622.5606689453125,1624.9760298620297,1584.1432014592392,1588.6548272905943,5069009
2021-11-15,1628.895263671875,1640.6073550376211,1618.276866038498,1624.292404088141,4354074
2021-11-16,1633.5894775390625,1648.7650087167729,1619.6442685391514,1631.4931011170968,6034233
2021-11-17,1629.168701171875,1642.4303223634295,1623.016423327284,1633.8171778853266,4732492
2021-11-18,1621.8316650390625,1630.991656734865,1603.23809130165,1623.836807459616,4326924
2021-11-22,1603.6026611328125,1627.3003243196358,1596.0832103139167,1626.024274049721,6621839
2021-11-23,1583.0950927734375,1592.528563514478,1558.577103224929,1581.4544407920325,8436160
2021-11-24,1545.816650390625,1586.3761084934451,1538.5250624170844,1585.9203842450988,7333061
2021-11-25,1569.879150390625,1573.3425884454,1546.68271588499,1549.462678724677,4476260
2021-11-26,1541.8521728515625,1566.1878079624037,1534.8795682377474,1551.7869856582354,4494181
2021-11-29,1546.1357421875,1560.3999344007436,1521.3443858648964,1541.2595146446597,3942776
2021-11-30,1560.992431640625,1576.7149196340567,1549.5082017932373,1553.6097204002197,14808963
2021-12-01,1563.043212890625,1587.652324878052,1561.311438313421,1563.1343354976748,5193264
2021-12-02,1593.4400634765625,1595.4908228890163,1559.8075868601572,1563.1343966036347,5559574
2021-12-03,1581.86474609375,1628.4397497706684,1579.130400148794,1614.266678784985,6754012
2021-12-06,1545.1788330078125,1580.4062318630556,1541.7152838752127,1576.8060544511486,3991449
2021-12-07,1560.0810546875,1572.1577489180777,1543.9939642715858,1550.4652272297694,4202122
2021-12-08,1598.08837890625,1603.9672891266634,1579.1758204757957,1579.540422167582,3029169
2021-12-09,1607.2939453125,1612.717131091024,1587.74341788024,1603.238043657487,2082171
2021-12-10,1603.466064453125,1607.5675834470367,1591.3893696377186,1604.1496509521103,1823469
2021-12-13,1590.158935546875,1614.494570396553,1584.8269831091168,1610.5754078937873,4040584
2021-12-14,1596.99462890625,1606.883823605945,1558.8960343016824,1577.6263468576815,4768144
2021-12-15,1580.634033203125,1593.166450783841,1568.7852020359028,1590.4777220617566,3053149
2021-12-16,1614.7220458984375,1620.1907365785592,1602.3263692756543,1606.5646268049081,4481031
2021-12-17,1659.611083984375,1678.888243231294,1646.759681573366,1658.8363749625162,18887243
2021-12-20,1639.6048583984375,1667.6319019870184,1629.032077215558,1642.1568476435123,5773891
2021-12-21,1651.1802978515625,1675.2425636733542,1641.5189647310724,1641.5189647310724,5353584
2021-12-22,1663.120361328125,1667.1763747092457,1651.8639923861042,1663.3938404363626,4156428
2021-12-23,1693.1068115234375,1696.7526057391472,1665.2165080254201,1669.0901643796117,4112933
2021-12-24,1698.4844970703125,1709.6497426239007,1689.8257352124278,1707.0976419930391,3780347
2021-12-27,1700.899658203125,1708.5102310050543,1681.668116905429,1695.294227617712,2647733
2021-12-28,1720.8150634765625,1728.015530115096,1712.0651786263038,1714.161443779766,3340933
2021-12-29,1718.5819091796875,1726.101359941307,1710.242132446456,1716.713395092172,3236635
2021-12-30,1725.2353515625,1740.6844711156452,1708.373553524847,1717.6247784841535,4584738
2021-12-31,1720.5870361328125,1730.2483687120673,1705.9127364240487,1722.6377954130662,4619420
2022-01-03,1730.3397216796875,1744.5584102577188,1720.5872651973348,1720.5872651973348,3329616
2022-01-04,1730.9775390625,1737.8134031996547,1711.7003799435615,1730.3394583198797,3921999
2022-01-05,1681.3035888671875,1734.3954668686106,1677.0653308604055,1731.752243823245,6995719
2022-01-06,1656.831298828125,1666.1280299834443,1640.6074693491246,1666.1280299834443,6449205
2022-01-07,1653.6412353515625,1673.4196254178064,1646.8053708686466,1654.6893122302909,4834389
2022-01-10,1686.8634033203125,1704.317665298847,1652.4562205698915,1654.2791176692515,7857560
2022-01-11,1691.2838134765625,1704.4086941219616,1686.3164636584427,1690.7369666290049,5142287
2022-01-12,1711.198974609375,1721.7262494904119,1695.2942424839418,1703.4061565415368,5362535
2022-01-13,1728.8355712890625,1743.1452683339398,1701.081897515185,1736.309404536552,14277630
2022-01-14,1758.50341796875,1761.83022776947,1714.4348983105913,1715.3463469540313,7688506
2022-01-17,1767.7545166015625,1780.8793983737366,1759.551479401555,1766.8886849569978,5262464
2022-01-18,1750.6649169921875,1772.7675457762878,1742.1884004180822,1751.8953503630567,3690315
2022-01-19,1701.7200927734375,1746.3354556565814,1697.8919420327347,1746.3354556565814,5747770
2022-01-20,1662.208740234375,1684.356985357854,1654.7349063404674,1680.7111910172525,5533463
2022-01-21,1627.5736083984375,1647.8989552826295,1618.7326020917862,1636.0501242988494,8252758
2022-01-24,1583.0040283203125,1612.033644992918,1574.983235855609,1608.7068352344618,7116712
2022-01-25,1569.651123046875,1585.920457209187,1549.918239933461,1573.7070245394375,9137653
2022-01-27,1529.95751953125,1558.3035472906834,1517.5618414567978,1551.2854379336156,11231734
2022-01-28,1536.884765625,1574.5732586775769,1530.7781037908978,1532.1452768517413,10998502
2022-01-31,1582.456787109375,1594.5790962493718,1563.4531087860566,1565.8684694806634,8788872
2022-02-01,1615.132568359375,1622.3785403696202,1581.0898734615043,1609.7093823246826,5119935
2022-02-02,1628.849853515625,1634.045177555916,1615.0870012089545,1630.581628195722,4253717
2022-02-03,1584.5989990234375,1621.4670501794596,1580.4518634126941,1621.4670501794596,3832922
2022-02-04,1586.923095703125,1598.6351876694023,1558.7138067396907,1578.6289359017621,4700077
2022-02-07,1563.1341552734375,1578.628779553116,1545.2697871796156,1569.696539875804,4310209
2022-02-08,1565.2308349609375,1572.2489451683743,1545.8169339162682,1558.5772152103884,6053401
2022-02-09,1583.459716796875,1588.654929376568,1572.2488543744003,1581.3633404867157,3867244
2022-02-10,1612.8992919921875,1616.8185651647125,1593.8956124462054,1600.18462953804,4334630
2022-02-11,1568.922119140625,1591.3437337887206,1561.3115451278638,1585.9206587988808,7551371
2022-02-14,1533.2388916015625,1566.3701394067068,1529.6387138982955,1540.3482356550687,7459637
2022-02-15,1584.3255615234375,1592.0728747827206,1540.758273043376,1548.5512032379233,4669915
2022-02-16,1579.8138427734375,1600.002339486626,1573.934932770637,1584.3254686674468,5350642
2022-02-17,1572.0667724609375,1594.1237866396707,1567.9652532843345,1589.566543110112,3937950
2022-02-18,1555.797119140625,1569.9701891551758,1552.6526660237107,1558.5770818318435,5602215
2022-02-21,1577.44384765625,1583.4594966627299,1541.7151115673455,1550.3738721702955,5120890
2022-02-22,1580.770751953125,1595.9463923853068,1541.3050969561639,1549.3713942771662,8878515
2022-02-23,1588.51806640625,1602.5543961807684,1579.9049222036726,1595.034945722363,5478811
2022-02-24,1529.5474853515625,1563.088726965635,1522.5748813321497,1540.4392515816987,13592379
2022-02-25,1544.540771484375,1575.1199164430034,1528.4992984162482,1563.1343451305102,9737281
2022-02-28,1563.68115234375,1575.0287538540956,1517.561876720794,1533.238747699711,15076542
2022-03-02,1552.014892578125,1562.5876752576344,1541.2597534019178,1558.5772787210403,6771489
2022-03-03,1568.4661865234375,1580.3606343891934,1554.5210907182422,1567.873722724538,7344147
2022-03-04,1570.699462890625,1582.2748159453447,1532.1451414770302,1545.133284407457,9074499
2022-03-07,1585.7838134765625,1595.946487548351,1545.81681489549,1546.7282634891785,9742588
2022-03-08,1620.73779296875,1640.607416180145,1566.2787412372147,1566.2787412372147,10984500
2022-03-09,1652.775146484375,1669.4090819239989,1632.4042943762297,1632.4042943762297,10193515
2022-03-10,1664.214111328125,1681.39489611856,1649.9043007748783,1681.39489611856,6547182
2022-03-11,1660.6593017578125,1669.226940605213,1650.6333674442365,1653.3677131661207,4758657
2022-03-14,1723.27587890625,1727.1951525165518,1669.363781492027,1669.363781492027,10289724
2022-03-15,1676.42724609375,1721.1337276099607,1667.9507306631087,1721.1337276099607,7140443
2022-03-16,1722.0909423828125,1726.2379666004945,1685.2683980742947,1699.8515751263167,5233979
2022-03-17,1690.3724365234375,1752.9890178479604,1670.730787283689,1752.9890178479604,17731459
2022-03-21,1688.9598388671875,1719.8123511063677,1678.067961559103,1696.2058105875647,8362085
2022-03-22,1720.26806640625,1722.6378104541832,1676.153933029229,1686.1798673757876,5709382
2022-03-23,1706.5963134765625,1731.7522715906646,1692.559983338876,1729.0179258986793,6192824
